id	version	source	line	object	variant	name	type	pattern	required	description
OAS-3.1.2-F0102	3.1.2	oas/3.1/3.1.2.md	2250	Example Object	Fixed Fields	value	Any	false	false	Embedded literal example. The `value` field and `externalValue` field are mutually exclusive. To represent examples of media types that cannot naturally represented in JSON or YAML, use a string value to contain the example, escaping where necessary.
OAS-3.1.2-F0103	3.1.2	oas/3.1/3.1.2.md	2251	Example Object	Fixed Fields	externalValue	string	false	false	A URI that identifies the literal example. This provides the capability to reference examples that cannot easily be included in JSON or YAML documents. The `value` field and `externalValue` field are mutually exclusive. See the rules for resolving [Relative References](#relative-references-in-api-description-uris).
OAS-3.1.2-F0104	3.1.2	oas/3.1/3.1.2.md	2425	Link Object	Fixed Fields	operationRef	string	false	false	A URI reference to an OAS operation. This field is mutually exclusive of the `operationId` field, and MUST point to an [Operation Object](#operation-object). Relative `operationRef` values MAY be used to locate an existing [Operation Object](#operation-object) in the OpenAPI Description.
OAS-3.1.2-F0105	3.1.2	oas/3.1/3.1.2.md	2426	Link Object	Fixed Fields	operationId	string	false	false	The name of an _existing_, resolvable OAS operation, as defined with a unique `operationId`. This field is mutually exclusive of the `operationRef` field.
OAS-3.1.2-F0106	3.1.2	oas/3.1/3.1.2.md	2427	Link Object	Fixed Fields	parameters	Map[string, Any | {expression}]	false	false	A map representing parameters to pass to an operation as specified with `operationId` or identified via `operationRef`. The key is the parameter name to be used (optionally qualified with the parameter location, e.g. `path.id` for an `id` parameter in the path), whereas the value can be a constant or an expression to be evaluated and passed to the linked operation.
OAS-3.1.2-F0107	3.1.2	oas/3.1/3.1.2.md	2428	Link Object	Fixed Fields	requestBody	Any | {expression}	false	false	A literal value or [{expression}](#runtime-expressions) to use as a request body when calling the target operation.
OAS-3.1.2-F0108	3.1.2	oas/3.1/3.1.2.md	2429	Link Object	Fixed Fields	description	string	false	false	A description of the link. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.2-F0109	3.1.2	oas/3.1/3.1.2.md	2430	Link Object	Fixed Fields	server	Server Object	false	false	A server object to be used by the target operation.
OAS-3.1.2-F0110	3.1.2	oas/3.1/3.1.2.md	2604	Header Object	Common Fixed Fields	description	string	false	false	A brief description of the header. This could contain examples of use. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.2-F0111	3.1.2	oas/3.1/3.1.2.md	2605	Header Object	Common Fixed Fields	required	boolean	false	false	Determines whether this header is mandatory. The default value is `false`.
OAS-3.1.2-F0112	3.1.2	oas/3.1/3.1.2.md	2606	Header Object	Common Fixed Fields	deprecated	boolean	false	false	Specifies that the header is deprecated and SHOULD be transitioned out of usage. Default value is `false`.
OAS-3.1.2-F0113	3.1.2	oas/3.1/3.1.2.md	2623	Header Object	Fixed Fields for use with schema	style	string	false	false	"Describes how the header value will be serialized. The default (and only legal value for headers) is `""simple""`."
OAS-3.1.2-F0114	3.1.2	oas/3.1/3.1.2.md	2624	Header Object	Fixed Fields for use with schema	explode	boolean	false	false	When this is true, header values of type `array` or `object` generate a single header whose value is a comma-separated list of the array items or key-value pairs of the map, see [Style Examples](#style-examples). For other data types this field has no effect. The default value is `false`.
OAS-3.1.2-F0115	3.1.2	oas/3.1/3.1.2.md	2625	Header Object	Fixed Fields for use with schema	schema	Schema Object	false	false	The schema defining the type used for the header.
OAS-3.1.2-F0116	3.1.2	oas/3.1/3.1.2.md	2626	Header Object	Fixed Fields for use with schema	example	Any	false	false	Example of the header's potential value; see [Working With Examples](#working-with-examples).
OAS-3.1.2-F0117	3.1.2	oas/3.1/3.1.2.md	2627	Header Object	Fixed Fields for use with schema	examples	Map[ string, Example Object | Reference Object]	false	false	Examples of the header's potential value; see [Working With Examples](#working-with-examples).
OAS-3.1.2-F0118	3.1.2	oas/3.1/3.1.2.md	2637	Header Object	Fixed Fields for use with content	content	Map[string, Media Type Object]	false	false	A map containing the representations for the header. The key is the media type and the value describes it. The map MUST only contain one entry.
OAS-3.1.2-F0119	3.1.2	oas/3.1/3.1.2.md	2688	Tag Object	Fixed Fields	name	string	false	true	**REQUIRED**. The name of the tag.
OAS-3.1.2-F0120	3.1.2	oas/3.1/3.1.2.md	2689	Tag Object	Fixed Fields	description	string	false	false	A description for the tag. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.2-F0121	3.1.2	oas/3.1/3.1.2.md	2690	Tag Object	Fixed Fields	externalDocs	External Documentation Object	false	false	Additional external documentation for this tag.
OAS-3.1.2-F0122	3.1.2	oas/3.1/3.1.2.md	2720	Reference Object	Fixed Fields	$ref	string	false	true	**REQUIRED**. The reference identifier. This MUST be in the form of a URI.
OAS-3.1.2-F0123	3.1.2	oas/3.1/3.1.2.md	2721	Reference Object	Fixed Fields	summary	string	false	false	A short summary which by default SHOULD override that of the referenced component. If the referenced object-type does not allow a `summary` field, then this field has no effect.
OAS-3.1.2-F0124	3.1.2	oas/3.1/3.1.2.md	2722	Reference Object	Fixed Fields	description	string	false	false	A description which by default SHOULD override that of the referenced component. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation. If the referenced object-type does not allow a `description` field, then this field has no effect.
OAS-3.1.2-F0125	3.1.2	oas/3.1/3.1.2.md	2794	Schema Object	Fixed Fields	discriminator	Discriminator Object	false	false	Adds support for polymorphism. The discriminator is used to determine which of a set of schemas a payload is expected to satisfy. See [Composition and Inheritance](#composition-and-inheritance-polymorphism) for more details.
OAS-3.1.2-F0126	3.1.2	oas/3.1/3.1.2.md	2795	Schema Object	Fixed Fields	xml	XML Object	false	false	This MAY be used only on property schemas. It has no effect on root schemas. Adds additional metadata to describe the XML representation of this property.
OAS-3.1.2-F0127	3.1.2	oas/3.1/3.1.2.md	2796	Schema Object	Fixed Fields	externalDocs	External Documentation Object	false	false	Additional external documentation for this schema.
OAS-3.1.2-F0128	3.1.2	oas/3.1/3.1.2.md	2797	Schema Object	Fixed Fields	example	Any	false	false	A free-form field to include an example of an instance for this schema. To represent examples that cannot be naturally represented in JSON or YAML, a string value can be used to contain the example with escaping where necessary.<br><br>**Deprecated:** The `example` field has been deprecated in favor of the JSON Schema `examples` keyword. Use of `example` is discouraged, and later versions of this specification may remove it.
OAS-3.1.2-F0129	3.1.2	oas/3.1/3.1.2.md	3334	Discriminator Object	Fixed Fields	propertyName	string	false	true	**REQUIRED**. The name of the property in the payload that will hold the discriminating value. This property SHOULD be required in the payload schema, as the behavior when the property is absent is undefined.
OAS-3.1.2-F0130	3.1.2	oas/3.1/3.1.2.md	3335	Discriminator Object	Fixed Fields	mapping	Map[string, string]	false	false	An object to hold mappings between payload values and schema names or URI references.
OAS-3.1.2-F0131	3.1.2	oas/3.1/3.1.2.md	3493	XML Object	Fixed Fields	name	string	false	false	"Replaces the inferred name of the element/attribute used for the described schema property. For the root schema object of a [schema component](#components-schemas), the inferred name is the name of the component; for other schemas the name is inferred from the parent property name. When defined within `items`, it will affect the name of the individual XML elements within the list. When defined alongside `type` being `""array""` (outside the `items`), it will affect the wrapping element if and only if `wrapped` is `true`. If `wrapped` is `false`, it will be ignored."
OAS-3.1.2-F0132	3.1.2	oas/3.1/3.1.2.md	3494	XML Object	Fixed Fields	namespace	string	false	false	The URI of the namespace definition. Value MUST be in the form of a non-relative URI.
OAS-3.1.2-F0133	3.1.2	oas/3.1/3.1.2.md	3495	XML Object	Fixed Fields	prefix	string	false	false	The prefix to be used for the [name](#xml-name).
OAS-3.1.2-F0134	3.1.2	oas/3.1/3.1.2.md	3496	XML Object	Fixed Fields	attribute	boolean	false	false	Declares whether the property definition translates to an attribute instead of an element. Default value is `false`.
OAS-3.1.2-F0135	3.1.2	oas/3.1/3.1.2.md	3497	XML Object	Fixed Fields	wrapped	boolean	false	false	"MAY be used only for an array definition. Signifies whether the array is wrapped (for example, `<books><book/><book/></books>`) or unwrapped (`<book/><book/>`). Default value is `false`. The definition takes effect only when defined alongside `type` being `""array""` (outside the `items`)."
OAS-3.1.2-F0136	3.1.2	oas/3.1/3.1.2.md	3955	Security Scheme Object	Fixed Fields	type	string	false	true	"Any | **REQUIRED**. The type of the security scheme. Valid values are `""apiKey""`, `""http""`, `""mutualTLS""`, `""oauth2""`, `""openIdConnect""`."
OAS-3.1.2-F0137	3.1.2	oas/3.1/3.1.2.md	3956	Security Scheme Object	Fixed Fields	description	string	false	false	Any | A description for security scheme. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.1.2-F0138	3.1.2	oas/3.1/3.1.2.md	3957	Security Scheme Object	Fixed Fields	name	string	false	true	`apiKey` | **REQUIRED**. The name of the header, query or cookie parameter to be used.
OAS-3.1.2-F0139	3.1.2	oas/3.1/3.1.2.md	3958	Security Scheme Object	Fixed Fields	in	string	false	true	"`apiKey` | **REQUIRED**. The location of the API key. Valid values are `""query""`, `""header""`, or `""cookie""`."
OAS-3.1.2-F0140	3.1.2	oas/3.1/3.1.2.md	3959	Security Scheme Object	Fixed Fields	scheme	string	false	true	`http` | **REQUIRED**. The name of the HTTP Authentication scheme to be used in the [Authorization header as defined in RFC7235](https://tools.ietf.org/html/rfc7235#section-5.1). The values used SHOULD be registered in the [IANA Authentication Scheme registry](https://www.iana.org/assignments/http-authschemes/http-authschemes.xhtml). The value is case-insensitive, as defined in [RFC7235](https://datatracker.ietf.org/doc/html/rfc7235#section-2.1).
OAS-3.1.2-F0141	3.1.2	oas/3.1/3.1.2.md	3960	Security Scheme Object	Fixed Fields	bearerFormat	string	false	false	"`http` (`""bearer""`) | A hint to the client to identify how the bearer token is formatted. Bearer tokens are usually generated by an authorization server, so this information is primarily for documentation purposes."
OAS-3.1.2-F0142	3.1.2	oas/3.1/3.1.2.md	3961	Security Scheme Object	Fixed Fields	flows	OAuth Flows Object	false	true	`oauth2` | **REQUIRED**. An object containing configuration information for the flow types supported.
OAS-3.1.2-F0143	3.1.2	oas/3.1/3.1.2.md	3962	Security Scheme Object	Fixed Fields	openIdConnectUrl	string	false	true	`openIdConnect` | **REQUIRED**. [Well-known URL](https://openid.net/specs/openid-connect-discovery-1_0.html#ProviderConfig) to discover the [[OpenID-Connect-Discovery]] [provider metadata](https://openid.net/specs/openid-connect-discovery-1_0.html#ProviderMetadata).
OAS-3.1.2-F0144	3.1.2	oas/3.1/3.1.2.md	4063	OAuth Flows Object	Fixed Fields	implicit	OAuth Flow Object	false	false	Configuration for the OAuth Implicit flow
OAS-3.1.2-F0145	3.1.2	oas/3.1/3.1.2.md	4064	OAuth Flows Object	Fixed Fields	password	OAuth Flow Object	false	false	Configuration for the OAuth Resource Owner Password flow
OAS-3.1.2-F0146	3.1.2	oas/3.1/3.1.2.md	4065	OAuth Flows Object	Fixed Fields	clientCredentials	OAuth Flow Object	false	false	Configuration for the OAuth Client Credentials flow. Previously called `application` in OpenAPI 2.0.
OAS-3.1.2-F0147	3.1.2	oas/3.1/3.1.2.md	4066	OAuth Flows Object	Fixed Fields	authorizationCode	OAuth Flow Object	false	false	Configuration for the OAuth Authorization Code flow. Previously called `accessCode` in OpenAPI 2.0.
OAS-3.1.2-F0148	3.1.2	oas/3.1/3.1.2.md	4078	OAuth Flow Object	Fixed Fields	authorizationUrl	string	false	true	"`oauth2` (`""implicit""`, `""authorizationCode""`) | **REQUIRED**. The authorization URL to be used for this flow. This MUST be in the form of a URL. The OAuth2 standard requires the use of TLS."
OAS-3.1.2-F0149	3.1.2	oas/3.1/3.1.2.md	4079	OAuth Flow Object	Fixed Fields	tokenUrl	string	false	true	"`oauth2` (`""password""`, `""clientCredentials""`, `""authorizationCode""`) | **REQUIRED**. The token URL to be used for this flow. This MUST be in the form of a URL. The OAuth2 standard requires the use of TLS."
OAS-3.1.2-F0150	3.1.2	oas/3.1/3.1.2.md	4080	OAuth Flow Object	Fixed Fields	refreshUrl	string	false	false	`oauth2` | The URL to be used for obtaining refresh tokens. This MUST be in the form of a URL. The OAuth2 standard requires the use of TLS.
OAS-3.1.2-F0151	3.1.2	oas/3.1/3.1.2.md	4081	OAuth Flow Object	Fixed Fields	scopes	Map[string, string]	false	true	`oauth2` | **REQUIRED**. The available scopes for the OAuth2 security scheme. A map between the scope name and a short description for it. The map MAY be empty.
OAS-3.1.2-F0152	3.1.2	oas/3.1/3.1.2.md	4143	Security Requirement Object	Patterned Fields	{name}	[string]	true	true	"Each name MUST correspond to a security scheme which is declared in the [Security Schemes](#components-security-schemes) under the [Components Object](#components-object). If the security scheme is of type `""oauth2""` or `""openIdConnect""`, then the value is a list of scope names required for the execution, and the list MAY be empty if authorization does not require a specified scope. For other security scheme types, the array MAY contain a list of role names which are required for the execution, but are not otherwise defined or exchanged in-band."
OAS-3.2.0-F0001	3.2.0	oas/3.2/3.2.0.md	97	OpenAPI Object	Fixed Fields	openapi	string	false	true	**REQUIRED**. This string MUST be the [version number](#versions-and-deprecation) of the OpenAPI Specification that the OpenAPI document uses. The `openapi` field SHOULD be used by tooling to interpret the OpenAPI document. This is _not_ related to the [`info.version`](#info-version) string, which describes the OpenAPI document's version.
OAS-3.2.0-F0002	3.2.0	oas/3.2/3.2.0.md	98	OpenAPI Object	Fixed Fields	$self	string	false	false	This string MUST be in the form of a URI reference as defined by [[RFC3986]] [Section 4.1](https://www.rfc-editor.org/rfc/rfc3986#section-4.1). The `$self` field provides the self-assigned URI of this document, which also serves as its base URI in accordance with [[RFC3986]] [Section 5.1.1](https://www.rfc-editor.org/rfc/rfc3986#section-5.1.1). Implementations MUST support identifying the targets of [API description URIs](#relative-references-in-api-description-uris) using the URI defined by this field when it is present. See [Establishing the Base URI](#establishing-the-base-uri) for the base URI behavior when `$self` is absent or relative, and see [Appendix F]((#appendix-f-examples-of-base-uri-determination-and-reference-resolution)) for examples of using `$self` to resolve references.
OAS-3.2.0-F0003	3.2.0	oas/3.2/3.2.0.md	99	OpenAPI Object	Fixed Fields	info	Info Object	false	true	**REQUIRED**. Provides metadata about the API. The metadata MAY be used by tooling as required.
OAS-3.2.0-F0004	3.2.0	oas/3.2/3.2.0.md	100	OpenAPI Object	Fixed Fields	jsonSchemaDialect	string	false	false	The default value for the `$schema` keyword within [Schema Objects](#schema-object) contained within this OAS document. This MUST be in the form of a URI.
OAS-3.2.0-F0005	3.2.0	oas/3.2/3.2.0.md	101	OpenAPI Object	Fixed Fields	servers	[Server Object]	false	false	An array of Server Objects, which provide connectivity information to a target server. If the `servers` field is not provided, or is an empty array, the default value would be an array consisting of a single [Server Object](#server-object) with a [url](#server-url) value of `/`.
OAS-3.2.0-F0006	3.2.0	oas/3.2/3.2.0.md	102	OpenAPI Object	Fixed Fields	paths	Paths Object	false	false	The available paths and operations for the API.
OAS-3.2.0-F0007	3.2.0	oas/3.2/3.2.0.md	103	OpenAPI Object	Fixed Fields	webhooks	Map[string, Path Item Object]	false	false	The incoming webhooks that MAY be received as part of this API and that the API consumer MAY choose to implement. Closely related to the `callbacks` feature, this section describes requests initiated other than by an API call, for example by an out of band registration. The key name is a unique string to refer to each webhook, while the (optionally referenced) Path Item Object describes a request that may be initiated by the API provider and the expected responses. An [example](https://learn.openapis.org/examples/v3.1/webhook-example.html) is available.
OAS-3.2.0-F0008	3.2.0	oas/3.2/3.2.0.md	104	OpenAPI Object	Fixed Fields	components	Components Object	false	false	An element to hold various Objects for the OpenAPI Description.
OAS-3.2.0-F0009	3.2.0	oas/3.2/3.2.0.md	105	OpenAPI Object	Fixed Fields	security	[Security Requirement Object]	false	false	A declaration of which security mechanisms can be used across the API. The list of values includes alternative Security Requirement Objects that can be used. Only one of the Security Requirement Objects need to be satisfied to authorize a request. Individual operations can override this definition. The list can be incomplete, up to being empty or absent. To make security explicitly optional, an empty security requirement (`{}`) can be included in the array.
OAS-3.2.0-F0010	3.2.0	oas/3.2/3.2.0.md	106	OpenAPI Object	Fixed Fields	tags	[Tag Object]	false	false	A list of tags used by the OpenAPI Description with additional metadata. The order of the tags can be used to reflect on their order by the parsing tools. Not all tags that are used by the [Operation Object](#operation-object) must be declared. The tags that are not declared MAY be organized randomly or based on the tools' logic. Each tag name in the list MUST be unique.
OAS-3.2.0-F0011	3.2.0	oas/3.2/3.2.0.md	107	OpenAPI Object	Fixed Fields	externalDocs	External Documentation Object	false	false	Additional external documentation.
OAS-3.2.0-F0012	3.2.0	oas/3.2/3.2.0.md	192	Info Object	Fixed Fields	title	string	false	true	**REQUIRED**. The title of the API.
OAS-3.2.0-F0013	3.2.0	oas/3.2/3.2.0.md	193	Info Object	Fixed Fields	summary	string	false	false	A short summary of the API.
OAS-3.2.0-F0014	3.2.0	oas/3.2/3.2.0.md	194	Info Object	Fixed Fields	description	string	false	false	A description of the API. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.2.0-F0015	3.2.0	oas/3.2/3.2.0.md	195	Info Object	Fixed Fields	termsOfService	string	false	false	A URI for the Terms of Service for the API. This MUST be in the form of a URI.
OAS-3.2.0-F0016	3.2.0	oas/3.2/3.2.0.md	196	Info Object	Fixed Fields	contact	Contact Object	false	false	The contact information for the exposed API.
OAS-3.2.0-F0017	3.2.0	oas/3.2/3.2.0.md	197	Info Object	Fixed Fields	license	License Object	false	false	The license information for the exposed API.
OAS-3.2.0-F0018	3.2.0	oas/3.2/3.2.0.md	198	Info Object	Fixed Fields	version	string	false	true	**REQUIRED**. The version of the OpenAPI document (which is distinct from the [OpenAPI Specification version](#oas-version) or the version of the API being described or the version of the OpenAPI Description).
OAS-3.2.0-F0019	3.2.0	oas/3.2/3.2.0.md	227	Contact Object	Fixed Fields	name	string	false	false	The identifying name of the contact person/organization.
OAS-3.2.0-F0020	3.2.0	oas/3.2/3.2.0.md	228	Contact Object	Fixed Fields	url	string	false	false	The URI for the contact information. This MUST be in the form of a URI.
OAS-3.2.0-F0021	3.2.0	oas/3.2/3.2.0.md	229	Contact Object	Fixed Fields	email	string	false	false	The email address of the contact person/organization. This MUST be in the form of an email address.
OAS-3.2.0-F0022	3.2.0	oas/3.2/3.2.0.md	249	License Object	Fixed Fields	name	string	false	true	**REQUIRED**. The license name used for the API.
OAS-3.2.0-F0023	3.2.0	oas/3.2/3.2.0.md	250	License Object	Fixed Fields	identifier	string	false	false	An [SPDX](https://spdx.org/licenses/) license expression for the API. The `identifier` field is mutually exclusive of the `url` field.
OAS-3.2.0-F0024	3.2.0	oas/3.2/3.2.0.md	251	License Object	Fixed Fields	url	string	false	false	A URI for the license used for the API. This MUST be in the form of a URI. The `url` field is mutually exclusive of the `identifier` field.
OAS-3.2.0-F0025	3.2.0	oas/3.2/3.2.0.md	270	Server Object	Fixed Fields	url	string	false	true	**REQUIRED**. A URL to the target host. This URL supports Server Variables and MAY be relative, to indicate that the host location is relative to the location where the document containing the Server Object is being served. Query and fragment MUST NOT be part of this URL. Variable substitutions will be made when a variable is named in `{`braces`}`.
OAS-3.2.0-F0026	3.2.0	oas/3.2/3.2.0.md	271	Server Object	Fixed Fields	description	string	false	false	An optional string describing the host designated by the URL. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.2.0-F0027	3.2.0	oas/3.2/3.2.0.md	272	Server Object	Fixed Fields	name	string	false	false	An optional unique string to refer to the host designated by the URL.
OAS-3.2.0-F0028	3.2.0	oas/3.2/3.2.0.md	273	Server Object	Fixed Fields	variables	Map[string, Server Variable Object]	false	false	A map between a variable name and its value. The value is used for substitution in the server's URL template.
OAS-3.2.0-F0029	3.2.0	oas/3.2/3.2.0.md	389	Server Variable Object	Fixed Fields	enum	[string]	false	false	An enumeration of string values to be used if the substitution options are from a limited set. The array MUST NOT be empty.
OAS-3.2.0-F0030	3.2.0	oas/3.2/3.2.0.md	390	Server Variable Object	Fixed Fields	default	string	false	true	**REQUIRED**. The default value to use for substitution, which SHALL be sent if an alternate value is _not_ supplied. If the [`enum`](#server-variable-enum) is defined, the value MUST exist in the enum's values. Note that this behavior is different from the [Schema Object](#schema-object)'s `default` keyword, which documents the receiver's behavior rather than inserting the value into the data.
OAS-3.2.0-F0031	3.2.0	oas/3.2/3.2.0.md	391	Server Variable Object	Fixed Fields	description	string	false	false	An optional description for the server variable. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.2.0-F0032	3.2.0	oas/3.2/3.2.0.md	404	Components Object	Fixed Fields	schemas	Map[string, Schema Object]	false	false	An object to hold reusable [Schema Objects](#schema-object).
OAS-3.2.0-F0033	3.2.0	oas/3.2/3.2.0.md	405	Components Object	Fixed Fields	responses	Map[string, Response Object | Reference Object]	false	false	An object to hold reusable [Response Objects](#response-object).
OAS-3.2.0-F0034	3.2.0	oas/3.2/3.2.0.md	406	Components Object	Fixed Fields	parameters	Map[string, Parameter Object | Reference Object]	false	false	An object to hold reusable [Parameter Objects](#parameter-object).
OAS-3.2.0-F0035	3.2.0	oas/3.2/3.2.0.md	407	Components Object	Fixed Fields	examples	Map[string, Example Object | Reference Object]	false	false	An object to hold reusable [Example Objects](#example-object).
OAS-3.2.0-F0036	3.2.0	oas/3.2/3.2.0.md	408	Components Object	Fixed Fields	requestBodies	Map[string, Request Body Object | Reference Object]	false	false	An object to hold reusable [Request Body Objects](#request-body-object).
OAS-3.2.0-F0037	3.2.0	oas/3.2/3.2.0.md	409	Components Object	Fixed Fields	headers	Map[string, Header Object | Reference Object]	false	false	An object to hold reusable [Header Objects](#header-object).
OAS-3.2.0-F0038	3.2.0	oas/3.2/3.2.0.md	410	Components Object	Fixed Fields	securitySchemes	Map[string, Security Scheme Object | Reference Object]	false	false	An object to hold reusable [Security Scheme Objects](#security-scheme-object).
OAS-3.2.0-F0039	3.2.0	oas/3.2/3.2.0.md	411	Components Object	Fixed Fields	links	Map[string, Link Object | Reference Object]	false	false	An object to hold reusable [Link Objects](#link-object).
OAS-3.2.0-F0040	3.2.0	oas/3.2/3.2.0.md	412	Components Object	Fixed Fields	callbacks	Map[string, Callback Object | Reference Object]	false	false	An object to hold reusable [Callback Objects](#callback-object).
OAS-3.2.0-F0041	3.2.0	oas/3.2/3.2.0.md	413	Components Object	Fixed Fields	pathItems	Map[string, Path Item Object]	false	false	An object to hold reusable [Path Item Objects](#path-item-object).
OAS-3.2.0-F0042	3.2.0	oas/3.2/3.2.0.md	414	Components Object	Fixed Fields	mediaTypes	Map[string, Media Type Object | Reference Object]	false	false	An object to hold reusable [Media Type Objects](#media-type-object).
OAS-3.2.0-F0043	3.2.0	oas/3.2/3.2.0.md	511	Paths Object	Patterned Fields	/{path}	Path Item Object	true	false	A relative path to an individual endpoint. The field name MUST begin with a forward slash (`/`). The URL from the [Server Object](#server-object)'s `url` field, resolved and with template variables substituted, has the path **appended** (no relative URL resolution) to it in order to construct the full URL. [Path templating](#path-templating) is allowed. When matching URLs, concrete (non-templated) paths would be matched before their templated counterparts. Templated paths with the same hierarchy but different templated names MUST NOT exist as they are identical. In case of ambiguous matching, it's up to the tooling to decide which one to use.
OAS-3.2.0-F0044	3.2.0	oas/3.2/3.2.0.md	596	Path Item Object	Fixed Fields	$ref	string	false	false	Allows for a referenced definition of this path item. The value MUST be in the form of a URI, and the referenced structure MUST be in the form of a [Path Item Object](#path-item-object). In case a Path Item Object field appears both in the defined object and the referenced object, the behavior is undefined. See the rules for resolving [Relative References](#relative-references-in-api-description-uris). <br><br>_**Note:** The behavior of `$ref` with adjacent properties is likely to change in future versions of this specification to bring it into closer alignment with the behavior of the [Reference Object](#reference-object)._
OAS-3.2.0-F0045	3.2.0	oas/3.2/3.2.0.md	597	Path Item Object	Fixed Fields	summary	string	false	false	An optional string summary, intended to apply to all operations in this path.
OAS-3.2.0-F0046	3.2.0	oas/3.2/3.2.0.md	598	Path Item Object	Fixed Fields	description	string	false	false	An optional string description, intended to apply to all operations in this path. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.2.0-F0047	3.2.0	oas/3.2/3.2.0.md	599	Path Item Object	Fixed Fields	get	Operation Object	false	false	A definition of a GET operation on this path.
OAS-3.2.0-F0048	3.2.0	oas/3.2/3.2.0.md	600	Path Item Object	Fixed Fields	put	Operation Object	false	false	A definition of a PUT operation on this path.
OAS-3.2.0-F0049	3.2.0	oas/3.2/3.2.0.md	601	Path Item Object	Fixed Fields	post	Operation Object	false	false	A definition of a POST operation on this path.
OAS-3.2.0-F0050	3.2.0	oas/3.2/3.2.0.md	602	Path Item Object	Fixed Fields	delete	Operation Object	false	false	A definition of a DELETE operation on this path.
OAS-3.2.0-F0051	3.2.0	oas/3.2/3.2.0.md	603	Path Item Object	Fixed Fields	options	Operation Object	false	false	A definition of a OPTIONS operation on this path.
OAS-3.2.0-F0052	3.2.0	oas/3.2/3.2.0.md	604	Path Item Object	Fixed Fields	head	Operation Object	false	false	A definition of a HEAD operation on this path.
OAS-3.2.0-F0053	3.2.0	oas/3.2/3.2.0.md	605	Path Item Object	Fixed Fields	patch	Operation Object	false	false	A definition of a PATCH operation on this path.
OAS-3.2.0-F0054	3.2.0	oas/3.2/3.2.0.md	606	Path Item Object	Fixed Fields	trace	Operation Object	false	false	A definition of a TRACE operation on this path.
OAS-3.2.0-F0055	3.2.0	oas/3.2/3.2.0.md	607	Path Item Object	Fixed Fields	query	Operation Object	false	false	A definition of a QUERY operation, as defined in the most recent IETF draft ([draft-ietf-httpbis-safe-method-w-body-08](https://www.ietf.org/archive/id/draft-ietf-httpbis-safe-method-w-body-11.html) as of this writing) or its RFC successor, on this path.
OAS-3.2.0-F0056	3.2.0	oas/3.2/3.2.0.md	608	Path Item Object	Fixed Fields	additionalOperations	Map[string, Operation Object]	false	false	A map of additional operations on this path. The map key is the HTTP method with the same capitalization that is to be sent in the request. This map MUST NOT contain any entry for the methods that can be defined by other fixed fields with Operation Object values (e.g. no `POST` entry, as the `post` field is used for this method).
OAS-3.2.0-F0057	3.2.0	oas/3.2/3.2.0.md	609	Path Item Object	Fixed Fields	servers	[Server Object]	false	false	An alternative `servers` array to service all operations in this path. If a `servers` array is specified at the [OpenAPI Object](#oas-servers) level, it will be overridden by this value.
OAS-3.2.0-F0058	3.2.0	oas/3.2/3.2.0.md	610	Path Item Object	Fixed Fields	parameters	[Parameter Object | Reference Object]	false	false	A list of parameters that are applicable for all the operations described under this path. These parameters can be overridden at the operation level, but cannot be removed there. The list MUST NOT include duplicated parameters. A unique parameter is defined by a combination of a [name](#parameter-name) and [location](#parameter-in). The list can use the [Reference Object](#reference-object) to link to parameters that are defined in the [OpenAPI Object's `components.parameters`](#components-parameters).
OAS-3.2.0-F0059	3.2.0	oas/3.2/3.2.0.md	676	Operation Object	Fixed Fields	tags	[string]	false	false	A list of tags for API documentation control. Tags can be used for logical grouping of operations by resources or any other qualifier.
OAS-3.2.0-F0060	3.2.0	oas/3.2/3.2.0.md	677	Operation Object	Fixed Fields	summary	string	false	false	A short summary of what the operation does.
OAS-3.2.0-F0061	3.2.0	oas/3.2/3.2.0.md	678	Operation Object	Fixed Fields	description	string	false	false	A verbose explanation of the operation behavior. [CommonMark syntax](https://spec.commonmark.org/) MAY be used for rich text representation.
OAS-3.2.0-F0062	3.2.0	oas/3.2/3.2.0.md	679	Operation Object	Fixed Fields	externalDocs	External Documentation Object	false	false	Additional external documentation for this operation.
OAS-3.2.0-F0063	3.2.0	oas/3.2/3.2.0.md	680	Operation Object	Fixed Fields	operationId	string	false	false	Unique string used to identify the operation. The id MUST be unique among all operations described in the API. The operationId value is **case-sensitive**. Tools and libraries MAY use the operationId to uniquely identify an operation, therefore, it is RECOMMENDED to follow common programming naming conventions.
